"filename", "language", "JSON", "Markdown", "JSON with Comments", "YAML", "TypeScript", "PostCSS", "Ignore", "JavaScript", "TypeScript JSX", "comment", "blank", "total"
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\pages.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 5, 27
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\seo.ts", "TypeScript", 0, 0, 0, 0, 141, 0, 0, 0, 0, 8, 19, 168
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\site-context.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 13, 2, 20
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\site-resolver.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 4, 11, 50
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\site.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\slug.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\static\getSitesList.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\static\navigation.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 3, 15
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\static\pages.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 26
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\lib\static\slugs.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 3, 16
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\proxy.ts", "TypeScript", 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 14, 64
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\types.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 1, 14, 58
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\src\utils.ts", "TypeScript", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 17, 111
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\apps\web\tsconfig.json", "JSON with Comments", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\biome.jsonc", "JSON with Comments", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 1, 136
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\github\dependabot.yml", "YAML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 2, 11
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\github\workflows\deploy-sanity.yml", "YAML", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 10, 76
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\package.json", "JSON", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\blocks\package.json", "JSON", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\blocks\tsconfig.json", "JSON with Comments", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\env\package.json", "JSON", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\env\src\client.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 3, 10, 61
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\env\src\server.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 6, 25
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\env\tsconfig.json", "JSON with Comments", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\logger\README.md", "Markdown", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\logger\package.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\logger\src\index.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\logger\tsconfig.json", "JSON with Comments", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\README.md", "Markdown", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 12, 40
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\package.json", "JSON", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\src\build-client.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 3, 23
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\src\client.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\src\fetch-build.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\src\image.ts", "TypeScript", 0, 0, 0, 0, 88, 0, 0, 0, 0, 6, 17, 111
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\src\live.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 4, 18
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\src\query.ts", "TypeScript", 0, 0, 0, 0, 559, 0, 0, 0, 0, 26, 57, 642
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\src\sanity.types.ts", "TypeScript", 0, 0, 0, 0, 8960, 0, 0, 0, 0, 72, 107, 9139
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\sanity\tsconfig.json", "JSON with Comments", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\typescript-config\README.md", "Markdown", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\typescript-config\base.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\typescript-config\nextjs.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\typescript-config\package.json", "JSON", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\typescript-config\react-library.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\components.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\package.json", "JSON", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 45
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 2, 7
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 6, 64
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 5, 46
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 5, 60
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 17, 255
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 3, 21
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 11, 168
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 10, 126
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\components\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 12, 144
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\lib\utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\src\styles\globals.css", "PostCSS", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 8, 137
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\tsconfig.json", "JSON with Comments", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\packages\ui\tsconfig.lint.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\pnpm-lock.yaml", "YAML", 0, 0, 0, 12682, 0, 0, 0, 0, 0, 0, 3083, 15765
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\pnpm-workspace.yaml", "YAML", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\tsconfig.json", "JSON with Comments", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\solsk\Desktop\Martin\monorepo\solskjerming\turbo.json", "JSON", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"Total", "-", 9402, 587, 237, 12921, 22938, 129, 21, 39, 14782, 2774, 6670, 70500
